Family	Species	Gene
KLMA_30009	Kmarx	KLMA_30009
KLMA_30010	Kmarx	KLMA_30010
KLMA_30012	Kmarx	KLMA_30012
KLMA_30013	Kmarx	KLMA_30013
KLMA_30015	Kmarx	KLMA_30015
KLMA_30016	Kmarx	KLMA_30016
KLMA_30017	Kmarx	KLMA_30017
KLMA_30018	Kmarx	KLMA_30018
KLMA_30019	Kmarx	KLMA_30019
KLMA_30024	Kmarx	KLMA_30024
KLMA_30025	Kmarx	KLMA_30025
KLMA_30027	Kmarx	KLMA_30027
KLMA_30028	Kmarx	KLMA_30028
KLMA_30029	Kmarx	KLMA_30029
KLMA_30030	Kmarx	KLMA_30030
KLMA_30031	Kmarx	KLMA_30031
KLMA_30032	Kmarx	KLMA_30032
KLMA_30033	Kmarx	KLMA_30033
KLMA_30034	Kmarx	KLMA_30034
KLMA_30035	Kmarx	KLMA_30035
KLMA_30037	Kmarx	KLMA_30037
KLMA_30038	Kmarx	KLMA_30038
KLMA_30039	Kmarx	KLMA_30039
KLMA_30040	Kmarx	KLMA_30040
KLMA_30041	Kmarx	KLMA_30041
KLMA_30042	Kmarx	KLMA_30042
KLMA_30043	Kmarx	KLMA_30043
KLMA_30044	Kmarx	KLMA_30044
KLMA_30045	Kmarx	KLMA_30045
KLMA_30046	Kmarx	KLMA_30046
KLMA_30047	Kmarx	KLMA_30047
KLMA_30048	Kmarx	KLMA_30048
KLMA_30049	Kmarx	KLMA_30049
KLMA_30051	Kmarx	KLMA_30051
KLMA_30052	Kmarx	KLMA_30052
KLMA_30053	Kmarx	KLMA_30053
KLMA_30054	Kmarx	KLMA_30054
KLMA_30055	Kmarx	KLMA_30055
KLMA_30057	Kmarx	KLMA_30057
KLMA_30058	Kmarx	KLMA_30058
KLMA_30059	Kmarx	KLMA_30059
KLMA_30060	Kmarx	KLMA_30060
KLMA_30062	Kmarx	KLMA_30062
KLMA_30063	Kmarx	KLMA_30063
KLMA_30064	Kmarx	KLMA_30064
KLMA_30065	Kmarx	KLMA_30065
KLMA_30066	Kmarx	KLMA_30066
KLMA_30067	Kmarx	KLMA_30067
KLMA_30068	Kmarx	KLMA_30068
KLMA_30069	Kmarx	KLMA_30069
KLMA_30070	Kmarx	KLMA_30070
KLMA_30071	Kmarx	KLMA_30071
KLMA_30072	Kmarx	KLMA_30072
KLMA_30073	Kmarx	KLMA_30073
KLMA_30074	Kmarx	KLMA_30074
KLMA_30075	Kmarx	KLMA_30075
KLMA_30076	Kmarx	KLMA_30076
KLMA_30078	Kmarx	KLMA_30078
KLMA_30080	Kmarx	KLMA_30080
KLMA_30081	Kmarx	KLMA_30081
KLMA_30082	Kmarx	KLMA_30082
KLMA_30083	Kmarx	KLMA_30083
KLMA_30086	Kmarx	KLMA_30086
KLMA_30087	Kmarx	KLMA_30087
KLMA_30088	Kmarx	KLMA_30088
KLMA_30089	Kmarx	KLMA_30089
KLMA_30090	Kmarx	KLMA_30090
KLMA_30091	Kmarx	KLMA_30091
KLMA_30092	Kmarx	KLMA_30092
KLMA_30093	Kmarx	KLMA_30093
KLMA_30096	Kmarx	KLMA_30096
KLMA_30097	Kmarx	KLMA_30097
KLMA_30098	Kmarx	KLMA_30098
KLMA_30099	Kmarx	KLMA_30099
KLMA_30100	Kmarx	KLMA_30100
KLMA_30101	Kmarx	KLMA_30101
KLMA_30102	Kmarx	KLMA_30102
KLMA_30103	Kmarx	KLMA_30103
KLMA_30105	Kmarx	KLMA_30105
KLMA_30106	Kmarx	KLMA_30106
KLMA_30107	Kmarx	KLMA_30107
KLMA_30108	Kmarx	KLMA_30108
KLMA_30110	Kmarx	KLMA_30110
KLMA_30111	Kmarx	KLMA_30111
KLMA_30113	Kmarx	KLMA_30113
KLMA_30114	Kmarx	KLMA_30114
KLMA_30115	Kmarx	KLMA_30115
KLMA_30116	Kmarx	KLMA_30116
KLMA_30117	Kmarx	KLMA_30117
KLMA_30119	Kmarx	KLMA_30119
KLMA_30120	Kmarx	KLMA_30120
KLMA_30121	Kmarx	KLMA_30121
KLMA_30123	Kmarx	KLMA_30123
KLMA_30125	Kmarx	KLMA_30125
KLMA_30127	Kmarx	KLMA_30127
KLMA_30128	Kmarx	KLMA_30128
KLMA_30130	Kmarx	KLMA_30130
KLMA_30133	Kmarx	KLMA_30133
KLMA_30134	Kmarx	KLMA_30134
KLMA_30136	Kmarx	KLMA_30136
KLMA_30137	Kmarx	KLMA_30137
KLMA_30138	Kmarx	KLMA_30138
KLMA_30139	Kmarx	KLMA_30139
KLMA_30140	Kmarx	KLMA_30140
KLMA_30141	Kmarx	KLMA_30141
KLMA_30142	Kmarx	KLMA_30142
KLMA_30143	Kmarx	KLMA_30143
KLMA_30144	Kmarx	KLMA_30144
KLMA_30145	Kmarx	KLMA_30145
KLMA_30146	Kmarx	KLMA_30146
KLMA_30147	Kmarx	KLMA_30147
KLMA_30148	Kmarx	KLMA_30148
KLMA_30149	Kmarx	KLMA_30149
KLMA_30151	Kmarx	KLMA_30151
KLMA_30152	Kmarx	KLMA_30152
KLMA_30153	Kmarx	KLMA_30153
KLMA_30154	Kmarx	KLMA_30154
KLMA_30155	Kmarx	KLMA_30155
KLMA_30156	Kmarx	KLMA_30156
KLMA_30157	Kmarx	KLMA_30157
KLMA_30158	Kmarx	KLMA_30158
KLMA_30159	Kmarx	KLMA_30159
KLMA_30160	Kmarx	KLMA_30160
KLMA_30161	Kmarx	KLMA_30161
KLMA_30162	Kmarx	KLMA_30162
KLMA_30163	Kmarx	KLMA_30163
KLMA_30164	Kmarx	KLMA_30164
KLMA_30165	Kmarx	KLMA_30165
KLMA_30166	Kmarx	KLMA_30166
KLMA_30168	Kmarx	KLMA_30168
KLMA_30170	Kmarx	KLMA_30170
KLMA_30171	Kmarx	KLMA_30171
KLMA_30172	Kmarx	KLMA_30172
KLMA_30173	Kmarx	KLMA_30173
KLMA_30176	Kmarx	KLMA_30176
KLMA_30177	Kmarx	KLMA_30177
KLMA_30178	Kmarx	KLMA_30178
KLMA_30180	Kmarx	KLMA_30180
KLMA_30182	Kmarx	KLMA_30182
KLMA_30183	Kmarx	KLMA_30183
KLMA_30184	Kmarx	KLMA_30184
KLMA_30185	Kmarx	KLMA_30185
KLMA_30186	Kmarx	KLMA_30186
KLMA_30187	Kmarx	KLMA_30187
KLMA_30188	Kmarx	KLMA_30188
KLMA_30190	Kmarx	KLMA_30190
KLMA_30191	Kmarx	KLMA_30191
KLMA_30194	Kmarx	KLMA_30194
KLMA_30195	Kmarx	KLMA_30195
KLMA_30196	Kmarx	KLMA_30196
KLMA_30197	Kmarx	KLMA_30197
KLMA_30198	Kmarx	KLMA_30198
KLMA_30199	Kmarx	KLMA_30199
KLMA_30200	Kmarx	KLMA_30200
KLMA_30201	Kmarx	KLMA_30201
KLMA_30202	Kmarx	KLMA_30202
KLMA_30203	Kmarx	KLMA_30203
KLMA_30204	Kmarx	KLMA_30204
KLMA_30205	Kmarx	KLMA_30205
KLMA_30206	Kmarx	KLMA_30206
KLMA_30207	Kmarx	KLMA_30207
KLMA_30208	Kmarx	KLMA_30208
KLMA_30209	Kmarx	KLMA_30209
KLMA_30210	Kmarx	KLMA_30210
KLMA_30211	Kmarx	KLMA_30211
KLMA_30212	Kmarx	KLMA_30212
KLMA_30214	Kmarx	KLMA_30214
KLMA_30217	Kmarx	KLMA_30217
KLMA_30218	Kmarx	KLMA_30218
KLMA_30219	Kmarx	KLMA_30219
KLMA_30220	Kmarx	KLMA_30220
KLMA_30221	Kmarx	KLMA_30221
KLMA_30222	Kmarx	KLMA_30222
KLMA_30223	Kmarx	KLMA_30223
KLMA_30224	Kmarx	KLMA_30224
KLMA_30225	Kmarx	KLMA_30225
KLMA_30227	Kmarx	KLMA_30227
KLMA_30228	Kmarx	KLMA_30228
KLMA_30229	Kmarx	KLMA_30229
KLMA_30231	Kmarx	KLMA_30231
KLMA_30232	Kmarx	KLMA_30232
KLMA_30233	Kmarx	KLMA_30233
KLMA_30234	Kmarx	KLMA_30234
KLMA_30235	Kmarx	KLMA_30235
KLMA_30236	Kmarx	KLMA_30236
KLMA_30237	Kmarx	KLMA_30237
KLMA_30238	Kmarx	KLMA_30238
KLMA_30241	Kmarx	KLMA_30241
KLMA_30242	Kmarx	KLMA_30242
KLMA_30243	Kmarx	KLMA_30243
KLMA_30246	Kmarx	KLMA_30246
KLMA_30247	Kmarx	KLMA_30247
KLMA_30248	Kmarx	KLMA_30248
KLMA_30249	Kmarx	KLMA_30249
KLMA_30250	Kmarx	KLMA_30250
KLMA_30253	Kmarx	KLMA_30253
KLMA_30254	Kmarx	KLMA_30254
KLMA_30255	Kmarx	KLMA_30255
KLMA_30257	Kmarx	KLMA_30257
KLMA_30258	Kmarx	KLMA_30258
KLMA_30259	Kmarx	KLMA_30259
KLMA_30261	Kmarx	KLMA_30261
KLMA_30262	Kmarx	KLMA_30262
KLMA_30264	Kmarx	KLMA_30264
KLMA_30266	Kmarx	KLMA_30266
KLMA_30267	Kmarx	KLMA_30267
KLMA_30269	Kmarx	KLMA_30269
KLMA_30270	Kmarx	KLMA_30270
KLMA_30271	Kmarx	KLMA_30271
KLMA_30275	Kmarx	KLMA_30275
KLMA_30276	Kmarx	KLMA_30276
KLMA_30278	Kmarx	KLMA_30278
KLMA_30280	Kmarx	KLMA_30280
KLMA_30281	Kmarx	KLMA_30281
KLMA_30283	Kmarx	KLMA_30283
KLMA_30284	Kmarx	KLMA_30284
KLMA_30285	Kmarx	KLMA_30285
KLMA_30286	Kmarx	KLMA_30286
KLMA_30288	Kmarx	KLMA_30288
KLMA_30289	Kmarx	KLMA_30289
KLMA_30290	Kmarx	KLMA_30290
KLMA_30292	Kmarx	KLMA_30292
KLMA_30293	Kmarx	KLMA_30293
KLMA_30294	Kmarx	KLMA_30294
KLMA_30295	Kmarx	KLMA_30295
KLMA_30297	Kmarx	KLMA_30297
KLMA_30298	Kmarx	KLMA_30298
KLMA_30299	Kmarx	KLMA_30299
KLMA_30300	Kmarx	KLMA_30300
KLMA_30301	Kmarx	KLMA_30301
KLMA_30302	Kmarx	KLMA_30302
KLMA_30303	Kmarx	KLMA_30303
KLMA_30305	Kmarx	KLMA_30305
KLMA_30306	Kmarx	KLMA_30306
KLMA_30307	Kmarx	KLMA_30307
KLMA_30308	Kmarx	KLMA_30308
KLMA_30309	Kmarx	KLMA_30309
KLMA_30310	Kmarx	KLMA_30310
KLMA_30312	Kmarx	KLMA_30312
KLMA_30314	Kmarx	KLMA_30314
KLMA_30316	Kmarx	KLMA_30316
KLMA_30318	Kmarx	KLMA_30318
KLMA_30319	Kmarx	KLMA_30319
KLMA_30321	Kmarx	KLMA_30321
KLMA_30322	Kmarx	KLMA_30322
KLMA_30325	Kmarx	KLMA_30325
KLMA_30326	Kmarx	KLMA_30326
KLMA_30327	Kmarx	KLMA_30327
KLMA_30328	Kmarx	KLMA_30328
KLMA_30329	Kmarx	KLMA_30329
KLMA_30330	Kmarx	KLMA_30330
KLMA_30333	Kmarx	KLMA_30333
KLMA_30334	Kmarx	KLMA_30334
KLMA_30335	Kmarx	KLMA_30335
KLMA_30336	Kmarx	KLMA_30336
KLMA_30340	Kmarx	KLMA_30340
KLMA_30341	Kmarx	KLMA_30341
KLMA_30342	Kmarx	KLMA_30342
KLMA_30346	Kmarx	KLMA_30346
KLMA_30348	Kmarx	KLMA_30348
KLMA_30349	Kmarx	KLMA_30349
KLMA_30350	Kmarx	KLMA_30350
KLMA_30352	Kmarx	KLMA_30352
KLMA_30354	Kmarx	KLMA_30354
KLMA_30355	Kmarx	KLMA_30355
KLMA_30356	Kmarx	KLMA_30356
KLMA_30358	Kmarx	KLMA_30358
KLMA_30359	Kmarx	KLMA_30359
KLMA_30360	Kmarx	KLMA_30360
KLMA_30362	Kmarx	KLMA_30362
KLMA_30363	Kmarx	KLMA_30363
KLMA_30364	Kmarx	KLMA_30364
KLMA_30366	Kmarx	KLMA_30366
KLMA_30370	Kmarx	KLMA_30370
KLMA_30371	Kmarx	KLMA_30371
KLMA_30372	Kmarx	KLMA_30372
KLMA_30373	Kmarx	KLMA_30373
KLMA_30374	Kmarx	KLMA_30374
KLMA_30375	Kmarx	KLMA_30375
KLMA_30378	Kmarx	KLMA_30378
KLMA_30380	Kmarx	KLMA_30380
KLMA_30382	Kmarx	KLMA_30382
KLMA_30383	Kmarx	KLMA_30383
KLMA_30384	Kmarx	KLMA_30384
KLMA_30385	Kmarx	KLMA_30385
KLMA_30386	Kmarx	KLMA_30386
KLMA_30387	Kmarx	KLMA_30387
KLMA_30388	Kmarx	KLMA_30388
KLMA_30389	Kmarx	KLMA_30389
KLMA_30390	Kmarx	KLMA_30390
KLMA_30392	Kmarx	KLMA_30392
KLMA_30393	Kmarx	KLMA_30393
KLMA_30394	Kmarx	KLMA_30394
KLMA_30396	Kmarx	KLMA_30396
KLMA_30398	Kmarx	KLMA_30398
KLMA_30400	Kmarx	KLMA_30400
KLMA_30401	Kmarx	KLMA_30401
KLMA_30403	Kmarx	KLMA_30403
KLMA_30404	Kmarx	KLMA_30404
KLMA_30405	Kmarx	KLMA_30405
KLMA_30406	Kmarx	KLMA_30406
KLMA_30407	Kmarx	KLMA_30407
KLMA_30408	Kmarx	KLMA_30408
KLMA_30410	Kmarx	KLMA_30410
KLMA_30411	Kmarx	KLMA_30411
KLMA_30412	Kmarx	KLMA_30412
KLMA_30413	Kmarx	KLMA_30413
KLMA_30414	Kmarx	KLMA_30414
KLMA_30415	Kmarx	KLMA_30415
KLMA_30416	Kmarx	KLMA_30416
KLMA_30417	Kmarx	KLMA_30417
KLMA_30418	Kmarx	KLMA_30418
KLMA_30419	Kmarx	KLMA_30419
KLMA_30420	Kmarx	KLMA_30420
KLMA_30421	Kmarx	KLMA_30421
KLMA_30422	Kmarx	KLMA_30422
KLMA_30423	Kmarx	KLMA_30423
KLMA_30425	Kmarx	KLMA_30425
KLMA_30426	Kmarx	KLMA_30426
KLMA_30427	Kmarx	KLMA_30427
KLMA_30429	Kmarx	KLMA_30429
KLMA_30430	Kmarx	KLMA_30430
KLMA_30431	Kmarx	KLMA_30431
KLMA_30432	Kmarx	KLMA_30432
KLMA_30434	Kmarx	KLMA_30434
KLMA_30435	Kmarx	KLMA_30435
KLMA_30436	Kmarx	KLMA_30436
KLMA_30437	Kmarx	KLMA_30437
KLMA_30439	Kmarx	KLMA_30439
KLMA_30440	Kmarx	KLMA_30440
KLMA_30441	Kmarx	KLMA_30441
KLMA_30443	Kmarx	KLMA_30443
KLMA_30446	Kmarx	KLMA_30446
KLMA_30448	Kmarx	KLMA_30448
KLMA_30449	Kmarx	KLMA_30449
KLMA_30450	Kmarx	KLMA_30450
KLMA_30451	Kmarx	KLMA_30451
KLMA_30452	Kmarx	KLMA_30452
KLMA_30453	Kmarx	KLMA_30453
KLMA_30455	Kmarx	KLMA_30455
KLMA_30457	Kmarx	KLMA_30457
KLMA_30459	Kmarx	KLMA_30459
KLMA_30460	Kmarx	KLMA_30460
KLMA_30461	Kmarx	KLMA_30461
KLMA_30462	Kmarx	KLMA_30462
KLMA_30463	Kmarx	KLMA_30463
KLMA_30464	Kmarx	KLMA_30464
KLMA_30465	Kmarx	KLMA_30465
KLMA_30466	Kmarx	KLMA_30466
KLMA_30467	Kmarx	KLMA_30467
KLMA_30468	Kmarx	KLMA_30468
KLMA_30469	Kmarx	KLMA_30469
KLMA_30472	Kmarx	KLMA_30472
KLMA_30474	Kmarx	KLMA_30474
KLMA_30476	Kmarx	KLMA_30476
KLMA_30477	Kmarx	KLMA_30477
KLMA_30478	Kmarx	KLMA_30478
KLMA_30479	Kmarx	KLMA_30479
KLMA_30480	Kmarx	KLMA_30480
KLMA_30483	Kmarx	KLMA_30483
KLMA_30484	Kmarx	KLMA_30484
KLMA_30485	Kmarx	KLMA_30485
KLMA_30486	Kmarx	KLMA_30486
KLMA_30489	Kmarx	KLMA_30489
KLMA_30490	Kmarx	KLMA_30490
KLMA_30491	Kmarx	KLMA_30491
KLMA_30492	Kmarx	KLMA_30492
KLMA_30493	Kmarx	KLMA_30493
KLMA_30495	Kmarx	KLMA_30495
KLMA_30496	Kmarx	KLMA_30496
KLMA_30497	Kmarx	KLMA_30497
KLMA_30499	Kmarx	KLMA_30499
KLMA_30500	Kmarx	KLMA_30500
KLMA_30501	Kmarx	KLMA_30501
KLMA_30502	Kmarx	KLMA_30502
KLMA_30504	Kmarx	KLMA_30504
KLMA_30505	Kmarx	KLMA_30505
KLMA_30507	Kmarx	KLMA_30507
KLMA_30509	Kmarx	KLMA_30509
KLMA_30511	Kmarx	KLMA_30511
KLMA_30512	Kmarx	KLMA_30512
KLMA_30513	Kmarx	KLMA_30513
KLMA_30514	Kmarx	KLMA_30514
KLMA_30515	Kmarx	KLMA_30515
KLMA_30516	Kmarx	KLMA_30516
KLMA_30517	Kmarx	KLMA_30517
KLMA_30519	Kmarx	KLMA_30519
KLMA_30520	Kmarx	KLMA_30520
KLMA_30521	Kmarx	KLMA_30521
KLMA_30523	Kmarx	KLMA_30523
KLMA_30525	Kmarx	KLMA_30525
KLMA_30526	Kmarx	KLMA_30526
KLMA_30527	Kmarx	KLMA_30527
KLMA_30529	Kmarx	KLMA_30529
KLMA_30530	Kmarx	KLMA_30530
KLMA_30531	Kmarx	KLMA_30531
KLMA_30532	Kmarx	KLMA_30532
KLMA_30534	Kmarx	KLMA_30534
KLMA_30535	Kmarx	KLMA_30535
KLMA_30536	Kmarx	KLMA_30536
KLMA_30537	Kmarx	KLMA_30537
KLMA_30539	Kmarx	KLMA_30539
KLMA_30540	Kmarx	KLMA_30540
KLMA_30541	Kmarx	KLMA_30541
KLMA_30542	Kmarx	KLMA_30542
KLMA_30543	Kmarx	KLMA_30543
KLMA_30544	Kmarx	KLMA_30544
KLMA_30545	Kmarx	KLMA_30545
KLMA_30546	Kmarx	KLMA_30546
KLMA_30547	Kmarx	KLMA_30547
KLMA_30548	Kmarx	KLMA_30548
KLMA_30549	Kmarx	KLMA_30549
KLMA_30550	Kmarx	KLMA_30550
KLMA_30551	Kmarx	KLMA_30551
KLMA_30552	Kmarx	KLMA_30552
KLMA_30553	Kmarx	KLMA_30553
KLMA_30554	Kmarx	KLMA_30554
KLMA_30556	Kmarx	KLMA_30556
KLMA_30557	Kmarx	KLMA_30557
KLMA_30558	Kmarx	KLMA_30558
KLMA_30559	Kmarx	KLMA_30559
KLMA_30560	Kmarx	KLMA_30560
KLMA_30561	Kmarx	KLMA_30561
KLMA_30563	Kmarx	KLMA_30563
KLMA_30564	Kmarx	KLMA_30564
KLMA_30565	Kmarx	KLMA_30565
KLMA_30566	Kmarx	KLMA_30566
KLMA_30567	Kmarx	KLMA_30567
KLMA_30568	Kmarx	KLMA_30568
KLMA_30569	Kmarx	KLMA_30569
KLMA_30570	Kmarx	KLMA_30570
KLMA_30571	Kmarx	KLMA_30571
KLMA_30572	Kmarx	KLMA_30572
KLMA_30574	Kmarx	KLMA_30574
KLMA_30575	Kmarx	KLMA_30575
KLMA_30576	Kmarx	KLMA_30576
KLMA_30577	Kmarx	KLMA_30577
KLMA_30578	Kmarx	KLMA_30578
KLMA_30580	Kmarx	KLMA_30580
KLMA_30582	Kmarx	KLMA_30582
KLMA_30583	Kmarx	KLMA_30583
KLMA_30584	Kmarx	KLMA_30584
KLMA_30585	Kmarx	KLMA_30585
KLMA_30586	Kmarx	KLMA_30586
KLMA_30587	Kmarx	KLMA_30587
KLMA_30588	Kmarx	KLMA_30588
KLMA_30589	Kmarx	KLMA_30589
KLMA_30591	Kmarx	KLMA_30591
KLMA_30592	Kmarx	KLMA_30592
KLMA_30594	Kmarx	KLMA_30594
KLMA_30595	Kmarx	KLMA_30595
KLMA_30596	Kmarx	KLMA_30596
KLMA_30597	Kmarx	KLMA_30597
KLMA_30598	Kmarx	KLMA_30598
KLMA_30599	Kmarx	KLMA_30599
KLMA_30600	Kmarx	KLMA_30600
KLMA_30602	Kmarx	KLMA_30602
KLMA_30605	Kmarx	KLMA_30605
KLMA_30606	Kmarx	KLMA_30606
KLMA_30607	Kmarx	KLMA_30607
KLMA_30608	Kmarx	KLMA_30608
KLMA_30610	Kmarx	KLMA_30610
KLMA_30612	Kmarx	KLMA_30612
KLMA_30615	Kmarx	KLMA_30615
KLMA_30616	Kmarx	KLMA_30616
KLMA_30617	Kmarx	KLMA_30617
KLMA_30619	Kmarx	KLMA_30619
KLMA_30620	Kmarx	KLMA_30620
KLMA_30622	Kmarx	KLMA_30622
KLMA_30623	Kmarx	KLMA_30623
KLMA_30626	Kmarx	KLMA_30626
KLMA_30629	Kmarx	KLMA_30629
KLMA_30631	Kmarx	KLMA_30631
KLMA_30632	Kmarx	KLMA_30632
KLMA_30633	Kmarx	KLMA_30633
KLMA_30634	Kmarx	KLMA_30634
KLMA_30639	Kmarx	KLMA_30639
KLMA_30640	Kmarx	KLMA_30640
KLMA_30641	Kmarx	KLMA_30641
KLMA_30643	Kmarx	KLMA_30643
KLMA_30644	Kmarx	KLMA_30644
KLMA_30645	Kmarx	KLMA_30645
KLMA_30646	Kmarx	KLMA_30646
KLMA_30647	Kmarx	KLMA_30647
KLMA_30648	Kmarx	KLMA_30648
KLMA_30649	Kmarx	KLMA_30649
KLMA_30650	Kmarx	KLMA_30650
KLMA_30651	Kmarx	KLMA_30651
KLMA_30652	Kmarx	KLMA_30652
KLMA_30653	Kmarx	KLMA_30653
KLMA_30654	Kmarx	KLMA_30654
KLMA_30655	Kmarx	KLMA_30655
KLMA_30656	Kmarx	KLMA_30656
KLMA_30657	Kmarx	KLMA_30657
KLMA_30658	Kmarx	KLMA_30658
KLMA_30660	Kmarx	KLMA_30660
KLMA_30661	Kmarx	KLMA_30661
KLMA_30662	Kmarx	KLMA_30662
KLMA_30663	Kmarx	KLMA_30663
KLMA_30664	Kmarx	KLMA_30664
KLMA_30666	Kmarx	KLMA_30666
KLMA_30667	Kmarx	KLMA_30667
KLMA_30668	Kmarx	KLMA_30668
KLMA_30669	Kmarx	KLMA_30669
KLMA_30670	Kmarx	KLMA_30670
KLMA_30671	Kmarx	KLMA_30671
KLMA_30674	Kmarx	KLMA_30674
KLMA_30675	Kmarx	KLMA_30675
KLMA_30676	Kmarx	KLMA_30676
KLMA_30677	Kmarx	KLMA_30677
KLMA_30679	Kmarx	KLMA_30679
KLMA_30681	Kmarx	KLMA_30681
KLMA_30683	Kmarx	KLMA_30683
KLMA_30684	Kmarx	KLMA_30684
KLMA_30685	Kmarx	KLMA_30685
KLMA_30686	Kmarx	KLMA_30686
KLMA_30687	Kmarx	KLMA_30687
KLMA_30688	Kmarx	KLMA_30688
KLMA_30689	Kmarx	KLMA_30689
KLMA_30690	Kmarx	KLMA_30690
KLMA_30691	Kmarx	KLMA_30691
KLMA_30692	Kmarx	KLMA_30692
KLMA_30693	Kmarx	KLMA_30693
KLMA_30694	Kmarx	KLMA_30694
KLMA_30695	Kmarx	KLMA_30695
KLMA_30697	Kmarx	KLMA_30697
KLMA_30698	Kmarx	KLMA_30698
KLMA_30699	Kmarx	KLMA_30699
KLMA_30700	Kmarx	KLMA_30700
KLMA_30701	Kmarx	KLMA_30701
KLMA_30703	Kmarx	KLMA_30703
KLMA_30705	Kmarx	KLMA_30705
KLMA_30706	Kmarx	KLMA_30706
KLMA_30707	Kmarx	KLMA_30707
KLMA_30709	Kmarx	KLMA_30709
KLMA_30710	Kmarx	KLMA_30710
KLMA_30711	Kmarx	KLMA_30711
KLMA_30712	Kmarx	KLMA_30712
KLMA_30713	Kmarx	KLMA_30713
KLMA_30714	Kmarx	KLMA_30714
KLMA_30716	Kmarx	KLMA_30716
KLMA_30719	Kmarx	KLMA_30719
KLMA_30720	Kmarx	KLMA_30720
KLMA_30721	Kmarx	KLMA_30721
KLMA_30722	Kmarx	KLMA_30722
KLMA_30723	Kmarx	KLMA_30723
KLMA_30724	Kmarx	KLMA_30724
KLMA_30726	Kmarx	KLMA_30726
KLMA_30727	Kmarx	KLMA_30727
KLMA_30728	Kmarx	KLMA_30728
KLMA_40001	Kmarx	KLMA_40001
KLMA_40002	Kmarx	KLMA_40002
KLMA_40004	Kmarx	KLMA_40004
KLMA_40007	Kmarx	KLMA_40007
KLMA_40009	Kmarx	KLMA_40009
KLMA_40011	Kmarx	KLMA_40011
KLMA_40012	Kmarx	KLMA_40012
KLMA_40013	Kmarx	KLMA_40013
KLMA_40014	Kmarx	KLMA_40014
KLMA_40015	Kmarx	KLMA_40015
KLMA_40016	Kmarx	KLMA_40016
KLMA_40018	Kmarx	KLMA_40018
KLMA_40019	Kmarx	KLMA_40019
KLMA_40020	Kmarx	KLMA_40020
KLMA_40021	Kmarx	KLMA_40021
KLMA_40022	Kmarx	KLMA_40022
KLMA_40023	Kmarx	KLMA_40023
KLMA_40024	Kmarx	KLMA_40024
KLMA_40025	Kmarx	KLMA_40025
KLMA_40026	Kmarx	KLMA_40026
KLMA_40027	Kmarx	KLMA_40027
KLMA_40028	Kmarx	KLMA_40028
KLMA_40029	Kmarx	KLMA_40029
KLMA_40030	Kmarx	KLMA_40030
KLMA_40031	Kmarx	KLMA_40031
KLMA_40032	Kmarx	KLMA_40032
KLMA_40034	Kmarx	KLMA_40034
KLMA_40035	Kmarx	KLMA_40035
KLMA_40036	Kmarx	KLMA_40036
KLMA_40037	Kmarx	KLMA_40037
KLMA_40038	Kmarx	KLMA_40038
KLMA_40039	Kmarx	KLMA_40039
KLMA_40040	Kmarx	KLMA_40040
KLMA_40044	Kmarx	KLMA_40044
KLMA_40045	Kmarx	KLMA_40045
KLMA_40046	Kmarx	KLMA_40046
KLMA_40048	Kmarx	KLMA_40048
KLMA_40049	Kmarx	KLMA_40049
KLMA_40053	Kmarx	KLMA_40053
KLMA_40054	Kmarx	KLMA_40054
KLMA_40055	Kmarx	KLMA_40055
KLMA_40056	Kmarx	KLMA_40056
KLMA_40057	Kmarx	KLMA_40057
KLMA_40058	Kmarx	KLMA_40058
KLMA_40059	Kmarx	KLMA_40059
KLMA_40063	Kmarx	KLMA_40063
KLMA_40064	Kmarx	KLMA_40064
KLMA_40065	Kmarx	KLMA_40065
KLMA_40066	Kmarx	KLMA_40066
KLMA_40069	Kmarx	KLMA_40069
KLMA_40070	Kmarx	KLMA_40070
KLMA_40071	Kmarx	KLMA_40071
KLMA_40072	Kmarx	KLMA_40072
KLMA_40073	Kmarx	KLMA_40073
KLMA_40074	Kmarx	KLMA_40074
KLMA_40075	Kmarx	KLMA_40075
KLMA_40076	Kmarx	KLMA_40076
KLMA_40080	Kmarx	KLMA_40080
KLMA_40081	Kmarx	KLMA_40081
KLMA_40082	Kmarx	KLMA_40082
KLMA_40083	Kmarx	KLMA_40083
KLMA_40084	Kmarx	KLMA_40084
KLMA_40085	Kmarx	KLMA_40085
KLMA_40086	Kmarx	KLMA_40086
KLMA_40087	Kmarx	KLMA_40087
KLMA_40088	Kmarx	KLMA_40088
KLMA_40089	Kmarx	KLMA_40089
KLMA_40092	Kmarx	KLMA_40092
KLMA_40093	Kmarx	KLMA_40093
KLMA_40094	Kmarx	KLMA_40094
KLMA_40095	Kmarx	KLMA_40095
KLMA_40096	Kmarx	KLMA_40096
KLMA_40097	Kmarx	KLMA_40097
KLMA_40098	Kmarx	KLMA_40098
KLMA_40099	Kmarx	KLMA_40099
KLMA_40100	Kmarx	KLMA_40100
KLMA_40101	Kmarx	KLMA_40101
KLMA_40102	Kmarx	KLMA_40102
KLMA_40103	Kmarx	KLMA_40103
KLMA_40104	Kmarx	KLMA_40104
KLMA_40107	Kmarx	KLMA_40107
KLMA_40108	Kmarx	KLMA_40108
KLMA_40109	Kmarx	KLMA_40109
KLMA_40110	Kmarx	KLMA_40110
KLMA_40111	Kmarx	KLMA_40111
